"pmid","title","language","decision","layer","reason","citation_chase","language_exclude"
"24498453","CRISPR is an optimal target for the design of specific PCR assays for salmonella  enterica serotypes Typhi and Paratyphi A.","eng","exclude","none","PCR assay analytical validation on isolates","no","no"
"24506729","[Plasmodium falciparum and Salmonella Typhi co-infection: a case report].","tur","exclude","none","non-eligible language","no","yes"
"24512443","Risk factors for the development of severe typhoid fever in Vietnam.","eng","exclude","none","risk factors for severe typhoid; confirmed cases only","no","no"
"24517944","[The fundamental role of stage control technology on the detectability for  Salmonella networking laboratory].","chi","exclude","none","lab network capacity method; not accuracy study","no","no"
"24518024","[Distribution of Salmonella paratyphi A outer membrane protein X gene and  immune-protective effect related to its recombinant expressed products].","chi","exclude","none","molecular vaccine-candidate study in mice","no","no"
"24519873","An outpatient, ambulant-design, controlled human infection model using escalating  doses of Salmonella Typhi challenge delivered in sodium bicarbonate solution.","eng","exclude","none","Controlled human infection model development; challenge attack rates; not surveillance","no","no"
"24522411","Plantaricin LD1: a bacteriocin produced by food isolate of Lactobacillus  plantarum LD1.","eng","exclude","none","bacteriocin antimicrobial in vitro not diagnostic","no","no"
"2452530","[Determination of O and Vi antigens in typhoid fever in the slide coagglutination  reaction].","rus","exclude","none","non-eligible language","no","yes"
"24531472","Structural and enzymatic characterization of a host-specificity determinant from  Salmonella.","eng","exclude","none","protein structure characterization; not diagnostic","no","no"
"24532515","Low compliance with national guidelines for preventing transmission of group 1  nationally notifiable infectious diseases in Korea.","eng","exclude","none","Korean isolation guideline compliance confirmed cases only no positivity","no","no"
"24534013","Peripheral inflammation acutely impairs human spatial memory via actions on  medial temporal lobe glucose metabolism.","eng","exclude","none","typhoid vaccine inflammation memory study; not diagnostics","no","no"
"24539410","[Vi agglutinins in detection of carriers of typhoid. I. Survey in Maceió].","und","exclude","none","Vi agglutinins carrier detection; special population","no","no"
"24540131","[Value of Vi-agglutination in the detection of typhoid carriers; a contribution  to the tropical epidemiology of typhoid].","und","exclude","none","Vi-agglutination carrier detection; no abstract","no","no"
"24543405","The sensitivity of Salmonella typhi to synnematin B and other antibiotics; a  study of forty freshly isolated strains.","eng","exclude","none","in vitro antibiotic sensitivity study","no","no"
"24547654","Practical considerations of surveillance of Salmonella serovars other than  Enteritidis and Typhimurium.","eng","exclude","none","review non-typhoid Salmonella serovar surveillance","no","no"
"24548159","Isolation and characterization of Salmonella enterica in day-old ducklings in  Egypt.","eng","exclude","none","duckling Salmonella isolation; not human typhoid","no","no"
"24548812","Synthesis, spectral characterization and antimicrobial studies of nano-sized  oxovanadium(IV) complexes with Schiff bases derived from 5-(phenyl/substituted phenyl)-2-hydrazino-1,3,4-thiadiazole and indoline-2,3-dione.","eng","exclude","none","metal complex antimicrobial; Typhi test strain","no","no"
"24551241","Visualization of extracellular matrix components within sectioned Salmonella  biofilms on the surface of human gallstones.","eng","exclude","none","Salmonella gallstone biofilm; carriage molecular","no","no"
"24551619","Determination of baseline widal titres amongst apparently healthy blood donors in  ahmednagar, maharashtra, India.","eng","exclude","none","baseline Widal titres in healthy donors; no culture","no","no"
"24551623","Comparison of Salmonella typhi and Paratyphi A Occurrence in a Tertiary Care  Hospital.","eng","exclude","none","Salmonella isolate occurrence; no denominator","no","no"
"24552939","Oral myiasis: case report.","eng","exclude","none","oral myiasis case report; typhoid mention","no","no"
"24553294","Use of vaccines as probes to define disease burden.","eng","exclude","none","vaccine-probe disease burden review","no","no"
"2456390","Types of Salmonella paratyphi B and their phylogenetic significance.","eng","exclude","none","phage biotyping paratyphi B","no","no"
"2456945","Significance of granulomas in bone marrow: a study of 40 cases.","eng","exclude","none","bone marrow granulomas histopathology; typhoid incidental","no","no"
"24575241","Antibiogram Profile of Salmonella enterica Serovar Typhi in India - A Two Year  Study.","eng","exclude","none","antibiogram of confirmed isolates only","no","no"
"24586590","The core proteome and pan proteome of Salmonella Paratyphi A epidemic strains.","eng","exclude","none","Paratyphi A proteome analysis","no","no"
"24587717","Production of prodigiosin using tannery fleshing and evaluating its  pharmacological effects.","eng","exclude","none","Prodigiosin antibacterial pharmacology; off-topic","no","no"
"24592164","YgaE regulates out membrane proteins in Salmonella enterica serovar Typhi under  hyperosmotic stress.","eng","exclude","none","S. Typhi gene regulation molecular study","no","no"
"24594353","Design and synthesis of novel 2H-chromen-2-one derivatives bearing 1,2,3-triazole  moiety as lead antimicrobials.","eng","exclude","none","chromenone derivatives antibacterial test organism","no","no"
"24602405","Polyamines are essential for virulence in Salmonella enterica serovar Gallinarum  despite evolutionary decay of polyamine biosynthesis genes.","eng","exclude","none","polyamine virulence Gallinarum; animal molecular","no","no"
"24602772","Defining travel-associated cases of enteric fever.","eng","exclude","none","travel-association case definition; special population","no","no"
"24609495","Antibacterial, anti-inflammatory and probiotic potential of Enterococcus hirae  isolated from the rumen of Bos primigenius.","eng","exclude","none","probiotic in-vitro antibacterial","no","no"
"24612190","Systematic review with meta-analysis: the relationship between chronic Salmonella  typhi carrier status and gall-bladder cancer.","eng","exclude","none","systematic review meta-analysis carrier status gallbladder cancer","yes","no"
"24615129","Cellular and cytokine responses to Salmonella enterica serotype Typhi proteins in  patients with typhoid fever in Bangladesh.","eng","exclude","none","cytokine T-cell responses typhoid; immunology","no","no"
"2462154","Cloning, expression and characterization of the 36 KDal Salmonella typhi porin  gene in Escherichia coli.","eng","exclude","none","porin gene cloning; molecular biology","no","no"
"24627178","Mycosynthesis and characterization of silver nanoparticles and their activity  against some human pathogenic bacteria.","eng","exclude","none","Nanoparticle antibacterial activity study; not diagnostic","no","no"
"2462771","[Latent persistence of specific antigens of the causative agent in the  composition of circulating immune complexes in typhoid fever].","rus","exclude","none","Russian language","no","yes"
"24631090","Purification of O-specific polysaccharide from lipopolysaccharide produced by  Salmonella enterica serovar Paratyphi A.","eng","exclude","none","Vaccine antigen purification; not diagnostic","no","no"
"24632525","Salmonella enterica serovar Typhimurium-infected pigs with different shedding  levels exhibit distinct clinical, peripheral cytokine and transcriptomic immune response phenotypes.","eng","exclude","none","Pig model; not human","no","no"
"24643271","[Not Available].","ger","exclude","none","German language excluded","no","yes"
"24643532","Salmonella enterica serovar Typhi impairs CD4 T cell responses by reducing  antigen availability.","eng","exclude","none","Mouse CD4 T-cell response study; not diagnostic","no","no"
"24647088","Infectious disease burden in Gujarat (2005-2011): comparison of selected  infectious disease rates with India.","eng","exclude","none","enteric fever surveillance incidence comparison no case definition","no","no"
"24652971","High Specific DNAzyme-Aptamer Sensor for Salmonella paratyphi A Using  Single-Walled Nanotubes-Based Dual Fluorescence-Spectrophotometric Methods.","eng","exclude","none","Lab biosensor assay; not clinical study","no","no"
"24657719","Phase I clinical trial of O-acetylated pectin conjugate, a plant polysaccharide  based typhoid vaccine.","eng","exclude","none","typhoid vaccine phase I immunogenicity","no","no"
"24659766","The Salmonella enterica serovar Typhi LeuO global regulator forms tetramers:  residues involved in oligomerization, DNA binding, and transcriptional regulation.","eng","exclude","none","LeuO regulator oligomerization in Typhi; molecular","no","no"
"24660616","Synergistic antibacterial effect of honey and Herba Ocimi Basilici against some  bacterial pathogens.","eng","exclude","none","honey herb in vitro antibacterial","no","no"
